"tick","Performance"
1.0,-20.0
2.0,-20.0
3.0,46.66666666666666
4.0,80.0
5.0,80.0
6.0,80.0
7.0,180.0
8.0,180.0
9.0,180.0
10.0,180.0
11.0,146.66666666666669
12.0,122.85714285714286
13.0,105.0
14.0,105.0
15.0,105.0
16.0,105.0
17.0,105.0
18.0,105.0
19.0,105.0
20.0,105.0
21.0,105.0
22.0,105.0
23.0,105.0
24.0,105.0
25.0,105.0
26.0,105.0
27.0,105.0
28.0,105.0
29.0,105.0
30.0,105.0
31.0,105.0
32.0,105.0
33.0,105.0
34.0,105.0
35.0,105.0
36.0,105.0
37.0,105.0
38.0,105.0
39.0,105.0
40.0,105.0
41.0,105.0
42.0,105.0
43.0,105.0
44.0,105.0
45.0,105.0
46.0,105.0
47.0,105.0
48.0,105.0
49.0,105.0
50.0,105.0
51.0,105.0
52.0,105.0
53.0,105.0
54.0,105.0
55.0,105.0
56.0,105.0
57.0,105.0
58.0,105.0
59.0,105.0
60.0,105.0
61.0,105.0
62.0,105.0
63.0,105.0
64.0,105.0
65.0,105.0
66.0,105.0
67.0,105.0
68.0,105.0
69.0,105.0
70.0,105.0
71.0,105.0
72.0,105.0
73.0,105.0
74.0,105.0
75.0,105.0
76.0,105.0
77.0,105.0
78.0,105.0
79.0,105.0
80.0,105.0
81.0,105.0
82.0,105.0
83.0,105.0
84.0,105.0
85.0,105.0
86.0,105.0
87.0,105.0
88.0,105.0
89.0,105.0
90.0,105.0
91.0,105.0
92.0,105.0
93.0,105.0
94.0,105.0
95.0,105.0
96.0,105.0
97.0,105.0
98.0,105.0
99.0,105.0
100.0,105.0
101.0,105.0
102.0,105.0
103.0,105.0
104.0,105.0
105.0,105.0
106.0,105.0
107.0,105.0
108.0,105.0
109.0,105.0
110.0,105.0
111.0,105.0
112.0,105.0
113.0,105.0
114.0,105.0
115.0,105.0
116.0,105.0
117.0,105.0
118.0,105.0
119.0,105.0
120.0,105.0
121.0,105.0
122.0,105.0
123.0,105.0
124.0,105.0
125.0,105.0
126.0,105.0
127.0,105.0
128.0,105.0
129.0,105.0
130.0,105.0
131.0,105.0
132.0,105.0
133.0,105.0
134.0,105.0
135.0,105.0
136.0,105.0
137.0,105.0
138.0,105.0
139.0,105.0
140.0,105.0
141.0,105.0
142.0,105.0
143.0,105.0
144.0,105.0
145.0,105.0
146.0,105.0
147.0,105.0
148.0,105.0
149.0,105.0
150.0,105.0
151.0,105.0
152.0,105.0
153.0,105.0
154.0,105.0
155.0,105.0
156.0,105.0
157.0,105.0
158.0,105.0
159.0,105.0
160.0,105.0
161.0,105.0
162.0,105.0
163.0,105.0
164.0,105.0
165.0,105.0
166.0,105.0
167.0,105.0
168.0,105.0
169.0,105.0
170.0,105.0
171.0,105.0
172.0,105.0
173.0,105.0
174.0,105.0
175.0,105.0
176.0,105.0
177.0,105.0
178.0,105.0
179.0,105.0
180.0,105.0
181.0,105.0
182.0,105.0
183.0,105.0
184.0,105.0
185.0,105.0
186.0,105.0
187.0,105.0
188.0,105.0
189.0,105.0
190.0,105.0
191.0,105.0
192.0,105.0
193.0,105.0
194.0,105.0
195.0,105.0
196.0,105.0
197.0,105.0
198.0,105.0
199.0,105.0
200.0,105.0
201.0,105.0
202.0,105.0
203.0,105.0
204.0,105.0
205.0,105.0
206.0,105.0
207.0,105.0
208.0,105.0
209.0,105.0
210.0,105.0
211.0,105.0
212.0,105.0
213.0,105.0
214.0,105.0
215.0,105.0
216.0,105.0
217.0,105.0
218.0,105.0
219.0,105.0
220.0,105.0
221.0,105.0
222.0,105.0
223.0,105.0
224.0,105.0
225.0,105.0
226.0,105.0
227.0,105.0
228.0,105.0
229.0,105.0
230.0,105.0
231.0,105.0
232.0,105.0
233.0,105.0
234.0,105.0
235.0,105.0
236.0,105.0
237.0,105.0
238.0,105.0
239.0,105.0
240.0,105.0
241.0,105.0
242.0,105.0
243.0,105.0
244.0,105.0
245.0,105.0
246.0,105.0
247.0,105.0
248.0,105.0
249.0,105.0
250.0,105.0
251.0,105.0
252.0,105.0
253.0,105.0
254.0,105.0
255.0,105.0
256.0,105.0
257.0,105.0
258.0,105.0
259.0,105.0
260.0,105.0
261.0,105.0
262.0,105.0
263.0,105.0
264.0,105.0
265.0,105.0
266.0,105.0
267.0,105.0
268.0,105.0
269.0,105.0
270.0,105.0
271.0,105.0
272.0,105.0
273.0,105.0
274.0,105.0
275.0,105.0
276.0,105.0
277.0,105.0
278.0,105.0
279.0,105.0
280.0,105.0
281.0,105.0
282.0,105.0
283.0,105.0
284.0,105.0
285.0,105.0
286.0,105.0
287.0,105.0
288.0,105.0
289.0,105.0
290.0,105.0
291.0,105.0
292.0,105.0
293.0,105.0
294.0,105.0
295.0,105.0
296.0,105.0
297.0,105.0
298.0,105.0
299.0,105.0
300.0,105.0
301.0,105.0
