"tick","Performance"
1.0,-20.0
2.0,-20.0
3.0,-20.0
4.0,-20.0
5.0,-20.0
6.0,-20.040000000000006
7.0,-20.040000000000006
8.0,-20.08
9.0,-20.120000000000005
10.0,-20.159999999999997
11.0,-20.200000000000003
12.0,-20.239999999999995
13.0,-20.28
14.0,-20.28
15.0,-20.28
16.0,-20.28
17.0,-20.28
18.0,-20.28
19.0,-20.28
20.0,-20.28
21.0,-20.28
22.0,-20.28
23.0,-20.28
24.0,-20.28
25.0,-20.28
26.0,-20.28
27.0,-20.28
28.0,-20.28
29.0,-20.28
30.0,-20.28
31.0,-20.28
32.0,-20.28
33.0,-20.28
34.0,-20.28
35.0,-20.28
36.0,-20.28
37.0,-20.28
38.0,-20.28
39.0,-20.28
40.0,-20.28
41.0,-20.28
42.0,-20.28
43.0,-20.28
44.0,-20.28
45.0,-20.28
46.0,-20.28
47.0,-20.28
48.0,-20.28
49.0,-20.28
50.0,-20.28
51.0,-20.28
52.0,-20.28
53.0,-20.28
54.0,-20.28
55.0,-20.28
56.0,-20.28
57.0,-20.28
58.0,-20.28
59.0,-20.28
60.0,-20.28
61.0,-20.28
62.0,-20.28
63.0,-20.28
64.0,-20.28
65.0,-20.28
66.0,-20.28
67.0,-20.28
68.0,-20.28
69.0,-20.28
70.0,-20.28
71.0,-20.28
72.0,-20.28
73.0,-20.28
74.0,-20.28
75.0,-20.28
76.0,-20.28
77.0,-20.28
78.0,-20.28
79.0,-20.28
80.0,-20.28
81.0,-20.28
82.0,-20.28
83.0,-20.28
84.0,-20.28
85.0,-20.28
86.0,-20.28
87.0,-20.28
88.0,-20.28
89.0,-20.28
90.0,-20.28
91.0,-20.28
92.0,-20.28
93.0,-20.28
94.0,-20.28
95.0,-20.28
96.0,-20.28
97.0,-20.28
98.0,-20.28
99.0,-20.28
100.0,-20.28
101.0,-20.28
102.0,-20.28
103.0,-20.28
104.0,-20.28
105.0,-20.28
106.0,-20.28
107.0,-20.28
108.0,-20.28
109.0,-20.28
110.0,-20.28
111.0,-20.28
112.0,-20.28
113.0,-20.28
114.0,-20.28
115.0,-20.28
116.0,-20.28
117.0,-20.28
118.0,-20.28
119.0,-20.28
120.0,-20.28
121.0,-20.28
122.0,-20.28
123.0,-20.28
124.0,-20.28
125.0,-20.28
126.0,-20.28
127.0,-20.28
128.0,-20.28
129.0,-20.28
130.0,-20.28
131.0,-20.28
132.0,-20.28
133.0,-20.28
134.0,-20.28
135.0,-20.28
136.0,-20.28
137.0,-20.28
138.0,-20.28
139.0,-20.28
140.0,-20.28
141.0,-20.28
142.0,-20.28
143.0,-20.28
144.0,-20.28
145.0,-20.28
146.0,-20.28
147.0,-20.28
148.0,-20.28
149.0,-20.28
150.0,-20.28
151.0,-20.28
152.0,-20.28
153.0,-20.28
154.0,-20.28
155.0,-20.28
156.0,-20.28
157.0,-20.28
158.0,-20.28
159.0,-20.28
160.0,-20.28
161.0,-20.28
162.0,-20.28
163.0,-20.28
164.0,-20.28
165.0,-20.28
166.0,-20.28
167.0,-20.28
168.0,-20.28
169.0,-20.28
170.0,-20.28
171.0,-20.28
172.0,-20.28
173.0,-20.28
174.0,-20.28
175.0,-20.28
176.0,-20.28
177.0,-20.28
178.0,-20.28
179.0,-20.28
180.0,-20.28
181.0,-20.28
182.0,-20.28
183.0,-20.28
184.0,-20.28
185.0,-20.28
186.0,-20.28
187.0,-20.28
188.0,-20.28
189.0,-20.28
190.0,-20.28
191.0,-20.28
192.0,-20.28
193.0,-20.28
194.0,-20.28
195.0,-20.28
196.0,-20.28
197.0,-20.28
198.0,-20.28
199.0,-20.28
200.0,-20.28
201.0,-20.28
202.0,-20.28
203.0,-20.28
204.0,-20.28
205.0,-20.28
206.0,-20.28
207.0,-20.28
208.0,-20.28
209.0,-20.28
210.0,-20.28
211.0,-20.28
212.0,-20.28
213.0,-20.28
214.0,-20.28
215.0,-20.28
216.0,-20.28
217.0,-20.28
218.0,-20.28
219.0,-20.28
220.0,-20.28
221.0,-20.28
222.0,-20.28
223.0,-20.28
224.0,-20.28
225.0,-20.28
226.0,-20.28
227.0,-20.28
228.0,-20.28
229.0,-20.28
230.0,-20.28
231.0,-20.28
232.0,-20.28
233.0,-20.28
234.0,-20.28
235.0,-20.28
236.0,-20.28
237.0,-20.28
238.0,-20.28
239.0,-20.28
240.0,-20.28
241.0,-20.28
242.0,-20.28
243.0,-20.28
244.0,-20.28
245.0,-20.28
246.0,-20.28
247.0,-20.28
248.0,-20.28
249.0,-20.28
250.0,-20.28
251.0,-20.28
252.0,-20.28
253.0,-20.28
254.0,-20.28
255.0,-20.28
256.0,-20.28
257.0,-20.28
258.0,-20.28
259.0,-20.28
260.0,-20.28
261.0,-20.28
262.0,-20.28
263.0,-20.28
264.0,-20.28
265.0,-20.28
266.0,-20.28
267.0,-20.28
268.0,-20.28
269.0,-20.28
270.0,-20.28
271.0,-20.28
272.0,-20.28
273.0,-20.28
274.0,-20.28
275.0,-20.28
276.0,-20.28
277.0,-20.28
278.0,-20.28
279.0,-20.28
280.0,-20.28
281.0,-20.28
282.0,-20.28
283.0,-20.28
284.0,-20.28
285.0,-20.28
286.0,-20.28
287.0,-20.28
288.0,-20.28
289.0,-20.28
290.0,-20.28
291.0,-20.28
292.0,-20.28
293.0,-20.28
294.0,-20.28
295.0,-20.28
296.0,-20.28
297.0,-20.28
298.0,-20.28
299.0,-20.28
300.0,-20.28
